chunk_id	status	filename	rows_approx	upload_url	notes
0188	UPLOADED	expr_part_0188of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0188of0270.tsv.gz	upload_confirmed
0189	UPLOADED	expr_part_0189of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0189of0270.tsv.gz	upload_confirmed
0190	UPLOADED	expr_part_0190of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0190of0270.tsv.gz	upload_confirmed
0191	UPLOADED	expr_part_0191of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0191of0270.tsv.gz	upload_confirmed
0192	UPLOADED	expr_part_0192of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0192of0270.tsv.gz	upload_confirmed
0193	UPLOADED	expr_part_0193of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0193of0270.tsv.gz	upload_confirmed
0194	UPLOADED	expr_part_0194of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0194of0270.tsv.gz	upload_confirmed
0195	UPLOADED	expr_part_0195of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0195of0270.tsv.gz	upload_confirmed
0196	UPLOADED	expr_part_0196of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0196of0270.tsv.gz	upload_confirmed
0197	UPLOADED	expr_part_0197of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0197of0270.tsv.gz	upload_confirmed
0198	UPLOADED	expr_part_0198of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0198of0270.tsv.gz	upload_confirmed
0199	UPLOADED	expr_part_0199of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0199of0270.tsv.gz	upload_confirmed
0200	UPLOADED	expr_part_0200of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0200of0270.tsv.gz	upload_confirmed
0201	UPLOADED	expr_part_0201of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0201of0270.tsv.gz	upload_confirmed
0202	UPLOADED	expr_part_0202of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0202of0270.tsv.gz	upload_confirmed
0203	UPLOADED	expr_part_0203of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0203of0270.tsv.gz	upload_confirmed
0204	UPLOADED	expr_part_0204of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0204of0270.tsv.gz	upload_confirmed
0205	UPLOADED	expr_part_0205of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0205of0270.tsv.gz	upload_confirmed
0206	UPLOADED	expr_part_0206of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0206of0270.tsv.gz	upload_confirmed
0207	UPLOADED	expr_part_0207of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0207of0270.tsv.gz	upload_confirmed
0208	UPLOADED	expr_part_0208of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0208of0270.tsv.gz	upload_confirmed
0209	UPLOADED	expr_part_0209of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0209of0270.tsv.gz	upload_confirmed
0210	UPLOADED	expr_part_0210of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0210of0270.tsv.gz	upload_confirmed
0211	UPLOADED	expr_part_0211of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0211of0270.tsv.gz	upload_confirmed
0212	UPLOADED	expr_part_0212of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0212of0270.tsv.gz	upload_confirmed
0213	UPLOADED	expr_part_0213of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0213of0270.tsv.gz	upload_confirmed
0214	UPLOADED	expr_part_0214of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0214of0270.tsv.gz	upload_confirmed
0215	UPLOADED	expr_part_0215of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0215of0270.tsv.gz	upload_confirmed
0216	UPLOADED	expr_part_0216of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0216of0270.tsv.gz	upload_confirmed
0217	UPLOADED	expr_part_0217of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0217of0270.tsv.gz	upload_confirmed
0218	UPLOADED	expr_part_0218of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0218of0270.tsv.gz	upload_confirmed
0219	UPLOADED	expr_part_0219of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0219of0270.tsv.gz	upload_confirmed
0220	UPLOADED	expr_part_0220of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0220of0270.tsv.gz	upload_confirmed
0221	UPLOADED	expr_part_0221of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0221of0270.tsv.gz	upload_confirmed
0222	UPLOADED	expr_part_0222of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0222of0270.tsv.gz	upload_confirmed
0223	UPLOADED	expr_part_0223of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0223of0270.tsv.gz	upload_confirmed
0224	UPLOADED	expr_part_0224of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0224of0270.tsv.gz	upload_confirmed
0225	UPLOADED	expr_part_0225of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0225of0270.tsv.gz	upload_confirmed
0226	UPLOADED	expr_part_0226of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0226of0270.tsv.gz	upload_confirmed
0227	UPLOADED	expr_part_0227of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0227of0270.tsv.gz	upload_confirmed
0228	UPLOADED	expr_part_0228of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0228of0270.tsv.gz	upload_confirmed
0229	UPLOADED	expr_part_0229of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0229of0270.tsv.gz	upload_confirmed
0230	UPLOADED	expr_part_0230of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0230of0270.tsv.gz	upload_confirmed
0231	UPLOADED	expr_part_0231of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0231of0270.tsv.gz	upload_confirmed
0232	UPLOADED	expr_part_0232of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0232of0270.tsv.gz	upload_confirmed
0233	UPLOADED	expr_part_0233of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0233of0270.tsv.gz	upload_confirmed
0234	UPLOADED	expr_part_0234of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0234of0270.tsv.gz	upload_confirmed
0235	UPLOADED	expr_part_0235of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0235of0270.tsv.gz	upload_confirmed
0236	UPLOADED	expr_part_0236of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0236of0270.tsv.gz	upload_confirmed
0237	UPLOADED	expr_part_0237of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0237of0270.tsv.gz	upload_confirmed
0238	UPLOADED	expr_part_0238of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0238of0270.tsv.gz	upload_confirmed
0239	UPLOADED	expr_part_0239of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0239of0270.tsv.gz	upload_confirmed
0240	UPLOADED	expr_part_0240of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0240of0270.tsv.gz	upload_confirmed
0241	UPLOADED	expr_part_0241of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0241of0270.tsv.gz	upload_confirmed
0242	UPLOADED	expr_part_0242of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0242of0270.tsv.gz	upload_confirmed
0243	UPLOADED	expr_part_0243of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0243of0270.tsv.gz	upload_confirmed
0244	UPLOADED	expr_part_0244of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0244of0270.tsv.gz	upload_confirmed
0245	UPLOADED	expr_part_0245of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0245of0270.tsv.gz	upload_confirmed
0246	UPLOADED	expr_part_0246of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0246of0270.tsv.gz	upload_confirmed
0247	UPLOADED	expr_part_0247of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0247of0270.tsv.gz	upload_confirmed
0248	UPLOADED	expr_part_0248of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0248of0270.tsv.gz	upload_confirmed
0249	UPLOADED	expr_part_0249of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0249of0270.tsv.gz	upload_confirmed
0250	UPLOADED	expr_part_0250of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0250of0270.tsv.gz	upload_confirmed
0251	UPLOADED	expr_part_0251of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0251of0270.tsv.gz	upload_confirmed
0252	UPLOADED	expr_part_0252of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0252of0270.tsv.gz	upload_confirmed
0253	UPLOADED	expr_part_0253of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0253of0270.tsv.gz	upload_confirmed
0254	UPLOADED	expr_part_0254of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0254of0270.tsv.gz	upload_confirmed
0255	UPLOADED	expr_part_0255of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0255of0270.tsv.gz	upload_confirmed
0256	UPLOADED	expr_part_0256of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0256of0270.tsv.gz	upload_confirmed
0257	UPLOADED	expr_part_0257of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0257of0270.tsv.gz	upload_confirmed
0258	UPLOADED	expr_part_0258of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0258of0270.tsv.gz	upload_confirmed
0259	UPLOADED	expr_part_0259of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0259of0270.tsv.gz	upload_confirmed
0260	UPLOADED	expr_part_0260of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0260of0270.tsv.gz	upload_confirmed
0261	UPLOADED	expr_part_0261of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0261of0270.tsv.gz	upload_confirmed
0262	UPLOADED	expr_part_0262of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0262of0270.tsv.gz	upload_confirmed
0263	UPLOADED	expr_part_0263of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0263of0270.tsv.gz	upload_confirmed
0264	UPLOADED	expr_part_0264of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0264of0270.tsv.gz	upload_confirmed
0265	UPLOADED	expr_part_0265of0270.tsv.gz	532099	https://storage.base44.com/expr_chunks/expr_part_0265of0270.tsv.gz	upload_confirmed
0266	UPLOADED	expr_part_0266of0270.tsv.gz	N/A	https://base44.app/api/apps/69cf2481b1652630cbb27323/files/mp/public/69cf2481b1652630cbb27323/27a4760b1_expr_part_0266of0270tsv.gz	upload_confirmed_recovery_2026-04-05T20:27:00Z
0267	UPLOADED	expr_part_0267of0270.tsv.gz	N/A	https://base44.app/api/apps/69cf2481b1652630cbb27323/files/mp/public/69cf2481b1652630cbb27323/7d4e91d44_expr_part_0267of0270tsv.gz	upload_confirmed_recovery_2026-04-05T20:27:00Z
0268	UPLOADED	expr_part_0268of0270.tsv.gz	N/A	https://base44.app/api/apps/69cf2481b1652630cbb27323/files/mp/public/69cf2481b1652630cbb27323/2f75b35ba_expr_part_0268of0270tsv.gz	upload_confirmed_recovery_2026-04-05T20:27:00Z
0269	UPLOADED	expr_part_0269of0270.tsv.gz	N/A	https://base44.app/api/apps/69cf2481b1652630cbb27323/files/mp/public/69cf2481b1652630cbb27323/f75eb3b8e_expr_part_0269of0270tsv.gz	upload_confirmed_recovery_2026-04-05T20:27:00Z
0270	UPLOADED	expr_part_0270of0270.tsv.gz	N/A	https://base44.app/api/apps/69cf2481b1652630cbb27323/files/mp/public/69cf2481b1652630cbb27323/2eb005ea8_expr_part_0270of0270tsv.gz	upload_confirmed_recovery_2026-04-05T20:27:00Z
